Gender,Age,Class,Section,Math_Score,Science_Score,English_Score,Attendance_Percentage,Study_Hours_per_Week,Internet_Access,Parental_Education,Family_Income,Extracurricular_Participation,Health_Issues,Assignment_Submission_Rate,Result,Exam_Year,Exam_Month,Exam_date,Exam_DayofWeek,Family_Income_log
unknown,16.0,12,B,16.0,95.0,2.0,74.41,37.0,yes,post_graduate,70000.0,sometimes,not_reported,0.78,pass,2020.0,August,2.0,Sunday,11.156264806643742
male,17.0,11,C,57.0,98.0,91.0,87.2,7.0,no,graduate,45000.0,sometimes,asthma,0.68,pass,2020.0,April,18.0,Saturday,10.714439990727769
male,15.0,11,B,90.0,59.0,99.0,93.45,33.0,no,post_graduate,85000.0,sometimes,anxiety,0.28,pass,2018.0,December,9.0,Sunday,11.350418300109132
female,16.0,12,A,86.0,72.0,54.0,90.92,22.0,yes,post_graduate,115000.0,sometimes,depression,0.56,fail,2022.0,August,30.0,Tuesday,11.652696102959753
unknown,16.0,12,B,37.0,51.0,12.0,46.38,3.0,no,not_reported,25000.0,sometimes,not_reported,0.25,fail,2023.0,February,4.0,Saturday,10.12667110305036
male,17.0,11,B,57.0,8.0,84.0,76.02,20.0,yes,high_school,60000.0,sometimes,not_reported,0.71,fail,2020.0,November,5.0,Thursday,11.002116507732017
female,16.0,11,C,32.0,77.0,75.0,48.38,19.0,no,graduate,180000.0,no,diabetes,0.39,pass,2022.0,March,12.0,Saturday,12.100717685412471
female,17.0,11,B,35.0,71.0,67.0,56.4,19.0,yes,post_graduate,85000.0,no,not_reported,0.16,fail,2020.0,March,4.0,Wednesday,11.350418300109132
male,16.0,12,C,92.0,50.0,84.0,70.6,20.0,yes,graduate,150000.0,sometimes,anxiety,0.9,fail,2023.0,November,3.0,Friday,11.918397239722838
male,16.0,11,A,52.0,24.0,20.0,55.95,30.0,yes,not_reported,150000.0,no,depression,0.99,pass,2021.0,June,22.0,Tuesday,11.918397239722838
female,16.0,12,C,32.0,50.0,52.0,40.16,3.0,no,high_school,30000.0,sometimes,anxiety,0.62,pass,2020.0,January,23.0,Thursday,10.308985993422082
female,16.0,12,B,18.0,3.0,49.0,51.88,34.0,no,graduate,135000.0,sometimes,not_reported,0.48,pass,2023.0,October,10.0,Tuesday,11.813037464800539
unknown,16.0,12,C,91.0,10.0,9.0,60.08,20.0,yes,post_graduate,80000.0,sometimes,not_reported,0.12,fail,2020.0,September,29.0,Tuesday,11.289794413577894
unknown,17.0,10,D,37.0,63.0,54.0,83.61,30.0,no,not_reported,180000.0,yes,not_reported,0.48,pass,2020.0,March,31.0,Tuesday,12.100717685412471
unknown,18.0,12,B,15.0,100.0,13.0,51.57,14.0,no,not_reported,80000.0,sometimes,anxiety,0.71,pass,2022.0,April,29.0,Friday,11.289794413577894
male,16.0,12,A,23.0,54.0,41.0,40.67,3.0,yes,not_reported,125000.0,sometimes,depression,0.13,fail,2022.0,January,13.0,Thursday,11.736077016252437
male,18.0,11,B,14.0,16.0,63.0,49.41,20.0,yes,graduate,135000.0,sometimes,not_reported,0.43,fail,2020.0,April,25.0,Saturday,11.813037464800539
female,16.0,12,A,79.0,95.0,16.0,94.7,26.0,yes,not_reported,160000.0,sometimes,diabetes,0.76,pass,2022.0,February,7.0,Monday,11.982935344196433
unknown,16.0,12,A,18.0,95.0,69.0,81.76,37.0,yes,post_graduate,175000.0,sometimes,not_reported,0.43,fail,2024.0,June,18.0,Thursday,12.07254696717504
unknown,16.0,12,A,66.0,49.0,100.0,43.14,27.0,no,not_reported,125000.0,sometimes,anxiety,0.36,fail,2018.0,March,7.0,Wednesday,11.736077016252437
female,16.0,12,D,46.0,72.0,98.0,53.49,28.0,yes,post_graduate,175000.0,sometimes,diabetes,0.64,pass,2021.0,March,10.0,Wednesday,12.07254696717504
female,17.0,11,A,72.0,59.0,50.0,92.61,11.0,yes,graduate,135000.0,sometimes,not_reported,0.32,fail,2020.0,July,27.0,Monday,11.813037464800539
unknown,16.0,12,B,91.0,28.0,84.0,78.24,10.0,no,not_reported,60000.0,sometimes,diabetes,0.13,fail,2020.0,August,9.0,Sunday,11.002116507732017
male,16.0,12,B,40.0,19.0,96.0,52.59,20.0,yes,post_graduate,120000.0,no,depression,0.25,fail,2022.0,December,20.0,Tuesday,11.695255355062795
unknown,17.0,11,A,87.0,18.0,15.0,58.62,20.0,yes,not_reported,55000.0,yes,anxiety,0.11,fail,2024.0,August,1.0,Thursday,10.915106645867503
male,17.0,10,A,50.0,77.0,21.0,99.46,33.0,yes,not_reported,140000.0,no,not_reported,0.37,fail,2023.0,March,30.0,Thursday,11.849404844423074
unknown,18.0,12,C,71.0,24.0,65.0,97.37,28.0,no,not_reported,130000.0,sometimes,not_reported,0.49,fail,2019.0,November,8.0,Friday,11.775297421715827
female,17.0,10,A,0.0,7.0,4.0,56.17,20.0,yes,high_school,35000.0,sometimes,depression,0.05,fail,2025.0,August,28.0,Thursday,10.463131911491967
male,15.0,11,B,51.0,23.0,66.0,76.16,37.0,no,not_reported,40000.0,no,depression,0.81,pass,2024.0,June,18.0,Thursday,10.596659732783579
unknown,15.0,12,A,4.0,24.0,66.0,40.82,7.0,no,post_graduate,115000.0,sometimes,not_reported,0.89,pass,2021.0,June,24.0,Thursday,11.652696102959753
unknown,17.0,11,C,24.0,91.0,58.0,73.14,26.0,yes,high_school,15000.0,yes,not_reported,0.39,fail,2022.0,February,3.0,Thursday,9.61587214452889
female,17.0,10,B,18.0,75.0,48.0,88.31,1.0,yes,post_graduate,55000.0,sometimes,not_reported,0.9,fail,2025.0,May,1.0,Thursday,10.915106645867503
female,17.0,10,A,13.0,82.0,73.0,84.69,20.0,yes,graduate,130000.0,sometimes,anxiety,0.54,fail,2019.0,December,21.0,Saturday,11.775297421715827
female,16.0,12,B,14.0,58.0,92.0,58.02,39.0,yes,not_reported,75000.0,sometimes,diabetes,0.9,fail,2021.0,December,24.0,Friday,11.225256725762893
female,16.0,11,B,24.0,6.0,24.0,73.3,7.0,yes,high_school,185000.0,no,not_reported,0.64,fail,2024.0,September,9.0,Monday,12.128116509451258
male,16.0,12,B,68.0,34.0,69.0,88.63,16.0,yes,post_graduate,150000.0,sometimes,anxiety,0.6,fail,2018.0,October,9.0,Tuesday,11.918397239722838
female,16.0,12,C,91.0,50.0,5.0,91.57,1.0,yes,graduate,45000.0,no,not_reported,0.12,fail,2023.0,May,20.0,Saturday,10.714439990727769
unknown,17.0,11,B,29.0,19.0,83.0,83.46,20.0,no,post_graduate,50000.0,yes,not_reported,0.06,pass,2021.0,November,10.0,Wednesday,10.819798284210286
female,15.0,11,C,6.0,79.0,64.0,68.22,20.0,yes,post_graduate,150000.0,yes,not_reported,0.65,fail,2022.0,November,20.0,Sunday,11.918397239722838
unknown,17.0,10,B,27.0,56.0,21.0,72.52,19.0,no,post_graduate,30000.0,sometimes,depression,0.51,pass,2021.0,October,9.0,Saturday,10.308985993422082
female,18.0,11,C,97.0,83.0,35.0,55.06,3.0,no,graduate,160000.0,yes,not_reported,0.88,pass,2022.0,October,15.0,Saturday,11.982935344196433
male,16.0,12,C,21.0,32.0,50.0,51.14,37.0,yes,not_reported,135000.0,sometimes,not_reported,0.08,pass,2019.0,June,10.0,Monday,11.813037464800539
female,16.0,11,C,97.0,98.0,95.0,72.92,34.0,no,graduate,135000.0,sometimes,asthma,0.53,fail,2024.0,April,4.0,Thursday,11.813037464800539
unknown,17.0,11,A,36.0,96.0,10.0,42.06,11.0,no,not_reported,160000.0,sometimes,diabetes,0.27,pass,2021.0,August,12.0,Thursday,11.982935344196433
male,18.0,12,A,55.0,31.0,24.0,41.48,23.0,no,not_reported,20000.0,sometimes,not_reported,0.27,fail,2019.0,June,9.0,Sunday,9.90353755128617
unknown,17.0,11,B,91.0,88.0,89.0,41.53,0.0,no,post_graduate,35000.0,yes,not_reported,0.8,pass,2025.0,September,7.0,Sunday,10.463131911491967
male,17.0,11,B,62.0,85.0,13.0,73.56,20.0,yes,not_reported,170000.0,sometimes,not_reported,0.09,fail,2018.0,January,14.0,Sunday,12.04355959836804
female,16.0,12,B,87.0,78.0,67.0,61.78,32.0,no,not_reported,120000.0,yes,anxiety,0.46,fail,2018.0,April,29.0,Sunday,11.695255355062795
female,17.0,11,D,59.0,48.0,41.0,60.4,20.0,yes,not_reported,15000.0,sometimes,not_reported,0.79,fail,2019.0,November,10.0,Sunday,9.61587214452889
female,17.0,10,B,94.0,98.0,14.0,64.63,20.0,yes,not_reported,9999999.0,no,anxiety,0.06,pass,2023.0,January,27.0,Friday,16.11809565095832
male,17.0,11,C,64.0,95.0,97.0,66.08,12.0,yes,graduate,30000.0,yes,anxiety,0.15,fail,2021.0,October,26.0,Tuesday,10.308985993422082
unknown,17.0,12,C,15.0,11.0,26.0,69.46,20.0,yes,not_reported,105000.0,no,not_reported,0.71,fail,2019.0,March,14.0,Thursday,11.561725152903833
male,17.0,11,D,46.0,55.0,20.0,47.42,20.0,yes,not_reported,170000.0,sometimes,asthma,0.26,pass,2024.0,April,28.0,Sunday,12.04355959836804
male,16.0,12,B,15.0,13.0,13.0,43.58,38.0,yes,not_reported,125000.0,sometimes,diabetes,0.69,pass,2025.0,March,16.0,Sunday,11.736077016252437
female,16.0,12,A,75.0,12.0,59.0,70.59,9.0,no,graduate,95000.0,sometimes,not_reported,0.47,fail,2024.0,October,23.0,Wednesday,11.461642696843066
unknown,16.0,12,A,11.0,100.0,52.0,80.26,24.0,yes,post_graduate,150000.0,sometimes,anxiety,0.85,pass,2018.0,December,5.0,Wednesday,11.918397239722838
male,17.0,10,A,12.0,31.0,57.0,84.27,26.0,no,not_reported,190000.0,sometimes,not_reported,0.61,fail,2022.0,May,4.0,Wednesday,12.154784614286667
unknown,16.0,12,B,56.0,54.0,25.0,83.42,21.0,yes,graduate,145000.0,yes,asthma,0.1,pass,2020.0,January,2.0,Thursday,11.884495917930655
male,15.0,12,A,2.0,13.0,16.0,66.61,3.0,yes,graduate,20000.0,sometimes,not_reported,0.83,fail,2020.0,June,18.0,Thursday,9.90353755128617
female,17.0,10,D,52.0,84.0,3.0,70.05,6.0,no,graduate,85000.0,sometimes,not_reported,0.53,fail,2021.0,May,19.0,Wednesday,11.350418300109132
male,15.0,11,D,72.0,92.0,56.0,72.97,20.0,no,not_reported,105000.0,sometimes,anxiety,0.19,pass,2025.0,May,24.0,Saturday,11.561725152903833
male,17.0,11,B,34.0,4.0,99.0,79.06,20.0,yes,graduate,80000.0,no,not_reported,0.83,fail,2025.0,March,9.0,Sunday,11.289794413577894
male,17.0,11,B,77.0,96.0,35.0,91.12,20.0,yes,not_reported,105000.0,sometimes,not_reported,0.03,pass,2020.0,March,7.0,Saturday,11.561725152903833
female,17.0,11,C,52.0,1.0,65.0,55.15,20.0,no,high_school,105000.0,no,asthma,0.86,fail,2023.0,November,14.0,Tuesday,11.561725152903833
male,17.0,11,D,64.0,17.0,14.0,94.36,29.0,yes,not_reported,35000.0,no,diabetes,0.25,pass,2022.0,November,9.0,Wednesday,10.463131911491967
unknown,15.0,12,D,71.0,76.0,16.0,76.9,20.0,yes,not_reported,50000.0,sometimes,asthma,0.79,pass,2021.0,April,26.0,Monday,10.819798284210286
unknown,16.0,12,B,17.0,50.0,58.0,52.45,12.0,yes,not_reported,105000.0,sometimes,depression,0.59,pass,2021.0,March,19.0,Friday,11.561725152903833
female,17.0,10,A,29.0,87.0,77.0,72.35,32.0,yes,high_school,125000.0,sometimes,not_reported,0.63,pass,2020.0,September,9.0,Wednesday,11.736077016252437
male,17.0,11,A,89.0,72.0,35.0,55.39,6.0,yes,high_school,55000.0,sometimes,asthma,0.77,pass,2025.0,March,3.0,Monday,10.915106645867503
female,15.0,11,C,34.0,60.0,6.0,97.36,20.0,yes,not_reported,135000.0,sometimes,diabetes,0.22,fail,2024.0,March,3.0,Sunday,11.813037464800539
female,17.0,11,B,55.0,23.0,70.0,74.02,23.0,yes,high_school,180000.0,sometimes,diabetes,0.4,pass,2025.0,January,14.0,Tuesday,12.100717685412471
male,16.0,12,C,50.0,61.0,85.0,48.79,3.0,yes,graduate,10000.0,no,not_reported,0.89,fail,2025.0,March,15.0,Saturday,9.210440366976517
male,17.0,11,C,3.0,94.0,94.0,68.85,5.0,yes,graduate,185000.0,yes,diabetes,0.04,fail,2018.0,February,24.0,Saturday,12.128116509451258
unknown,17.0,11,B,29.0,2.0,78.0,42.48,18.0,yes,not_reported,60000.0,no,not_reported,0.03,pass,2018.0,March,27.0,Tuesday,11.002116507732017
male,17.0,12,B,32.0,87.0,49.0,63.89,23.0,no,graduate,125000.0,no,diabetes,0.79,fail,2022.0,May,7.0,Saturday,11.736077016252437
female,15.0,11,D,12.0,94.0,88.0,92.33,20.0,no,not_reported,85000.0,sometimes,anxiety,0.54,fail,2019.0,October,21.0,Monday,11.350418300109132
unknown,17.0,11,B,89.0,95.0,79.0,55.44,14.0,no,not_reported,105000.0,sometimes,anxiety,0.42,fail,2018.0,December,11.0,Tuesday,11.561725152903833
female,17.0,11,A,79.0,67.0,40.0,71.03,27.0,no,post_graduate,40000.0,yes,not_reported,0.6,pass,2019.0,August,27.0,Tuesday,10.596659732783579
unknown,16.0,11,A,51.0,75.0,30.0,94.55,8.0,yes,graduate,140000.0,no,not_reported,0.35,pass,2020.0,June,16.0,Tuesday,11.849404844423074
male,17.0,11,D,81.0,13.0,67.0,66.93,14.0,yes,not_reported,160000.0,no,diabetes,0.5,pass,2021.0,April,25.0,Sunday,11.982935344196433
female,16.0,12,A,88.0,22.0,82.0,56.43,8.0,no,not_reported,105000.0,yes,asthma,0.71,pass,2019.0,November,19.0,Tuesday,11.561725152903833
male,17.0,11,B,71.0,94.0,85.0,79.5,22.0,no,graduate,180000.0,sometimes,not_reported,0.04,pass,2020.0,August,28.0,Friday,12.100717685412471
female,17.0,11,B,29.0,28.0,65.0,77.18,28.0,yes,not_reported,20000.0,no,asthma,0.6,pass,2022.0,June,23.0,Thursday,9.90353755128617
male,16.0,11,C,55.0,64.0,43.0,68.26,24.0,yes,high_school,25000.0,no,not_reported,0.73,pass,2024.0,June,2.0,Sunday,10.12667110305036
male,16.0,12,C,82.0,50.0,67.0,78.01,0.0,no,not_reported,130000.0,sometimes,not_reported,0.48,fail,2020.0,May,24.0,Sunday,11.775297421715827
female,17.0,11,B,10.0,12.0,17.0,71.2,20.0,no,graduate,85000.0,no,asthma,0.71,pass,2025.0,March,8.0,Saturday,11.350418300109132
female,17.0,11,B,64.0,41.0,64.0,85.51,33.0,no,not_reported,140000.0,sometimes,depression,0.9,pass,2020.0,June,22.0,Monday,11.849404844423074
female,17.0,11,C,83.0,12.0,97.0,92.99,18.0,no,not_reported,60000.0,yes,diabetes,0.48,fail,2020.0,May,8.0,Friday,11.002116507732017
male,16.0,12,B,50.0,15.0,89.0,60.95,40.0,yes,post_graduate,125000.0,yes,not_reported,0.41,fail,2018.0,August,11.0,Saturday,11.736077016252437
female,18.0,12,B,50.0,30.0,67.0,92.27,1.0,yes,post_graduate,125000.0,no,depression,0.52,pass,2024.0,April,29.0,Monday,11.736077016252437
female,17.0,10,B,98.0,85.0,87.0,92.08,39.0,no,graduate,165000.0,no,diabetes,0.49,fail,2023.0,May,21.0,Sunday,12.013706813470414
female,16.0,12,A,98.0,84.0,86.0,79.93,20.0,yes,post_graduate,105000.0,sometimes,not_reported,0.42,pass,2018.0,May,12.0,Saturday,11.561725152903833
male,16.0,12,D,75.0,5.0,75.0,89.53,20.0,no,graduate,180000.0,no,diabetes,0.18,pass,2023.0,December,8.0,Friday,12.100717685412471
female,16.0,12,B,92.0,28.0,5.0,93.43,8.0,yes,graduate,95000.0,no,not_reported,0.79,fail,2024.0,June,18.0,Thursday,11.461642696843066
unknown,16.0,12,B,96.0,71.0,37.0,96.14,20.0,yes,not_reported,70000.0,sometimes,asthma,0.99,fail,2022.0,March,9.0,Wednesday,11.156264806643742
female,17.0,11,C,70.0,30.0,15.0,91.69,9.0,yes,not_reported,75000.0,no,depression,0.08,fail,2025.0,November,18.0,Tuesday,11.225256725762893
female,17.0,11,D,55.0,7.0,50.0,91.06,13.0,yes,graduate,115000.0,yes,not_reported,0.9,pass,2023.0,May,9.0,Tuesday,11.652696102959753
unknown,17.0,11,B,43.0,30.0,96.0,68.13,9.0,no,high_school,25000.0,sometimes,asthma,0.0,pass,2019.0,April,7.0,Sunday,10.12667110305036
male,18.0,11,B,19.0,99.0,11.0,62.63,16.0,no,not_reported,170000.0,sometimes,not_reported,0.88,fail,2024.0,April,15.0,Monday,12.04355959836804
male,17.0,11,B,45.0,85.0,27.0,72.13,32.0,yes,post_graduate,145000.0,sometimes,diabetes,0.35,pass,2021.0,December,6.0,Monday,11.884495917930655
male,17.0,11,A,14.0,1.0,31.0,46.45,34.0,no,graduate,30000.0,yes,not_reported,0.67,fail,2024.0,April,2.0,Tuesday,10.308985993422082
male,17.0,11,A,2.0,100.0,51.0,95.81,39.0,no,graduate,40000.0,sometimes,diabetes,0.1,pass,2023.0,November,28.0,Tuesday,10.596659732783579
male,17.0,11,B,5.0,34.0,41.0,57.8,20.0,yes,graduate,65000.0,sometimes,asthma,0.63,fail,2018.0,May,21.0,Monday,11.082157933374816
male,16.0,11,A,82.0,25.0,28.0,42.61,15.0,yes,graduate,110000.0,no,asthma,0.43,pass,2019.0,December,1.0,Sunday,11.608244735642321
female,18.0,11,A,2.0,18.0,83.0,86.52,28.0,no,post_graduate,115000.0,sometimes,not_reported,0.96,fail,2023.0,May,12.0,Friday,11.652696102959753
male,17.0,11,B,67.0,52.0,5.0,65.82,29.0,no,graduate,110000.0,yes,depression,0.18,fail,2019.0,November,27.0,Wednesday,11.608244735642321
male,15.0,12,B,64.0,37.0,100.0,50.03,30.0,yes,not_reported,60000.0,sometimes,not_reported,0.25,pass,2018.0,September,29.0,Saturday,11.002116507732017
unknown,17.0,11,A,20.0,51.0,32.0,68.37,19.0,no,not_reported,45000.0,yes,depression,0.32,fail,2024.0,June,24.0,Monday,10.714439990727769
female,18.0,11,A,54.0,28.0,65.0,93.03,20.0,no,post_graduate,105000.0,sometimes,not_reported,0.45,fail,2024.0,January,28.0,Sunday,11.561725152903833
unknown,17.0,10,C,66.0,15.0,66.0,43.5,15.0,yes,graduate,80000.0,sometimes,not_reported,0.11,fail,2023.0,April,26.0,Wednesday,11.289794413577894
male,17.0,11,A,17.0,52.0,5.0,66.24,39.0,no,graduate,175000.0,sometimes,depression,0.46,fail,2023.0,April,7.0,Friday,12.07254696717504
male,17.0,11,B,69.0,93.0,27.0,79.97,20.0,yes,post_graduate,10000.0,sometimes,diabetes,0.53,fail,2024.0,July,24.0,Wednesday,9.210440366976517
female,17.0,10,A,72.0,37.0,39.0,83.13,19.0,no,post_graduate,85000.0,sometimes,asthma,0.13,pass,2024.0,May,31.0,Friday,11.350418300109132
unknown,17.0,11,A,38.0,90.0,79.0,53.36,20.0,yes,high_school,165000.0,sometimes,not_reported,0.4,fail,2024.0,December,17.0,Tuesday,12.013706813470414
female,16.0,12,D,36.0,39.0,2.0,60.4,26.0,yes,high_school,105000.0,sometimes,diabetes,0.56,fail,2018.0,October,13.0,Saturday,11.561725152903833
female,18.0,11,B,14.0,23.0,25.0,49.08,20.0,yes,graduate,20000.0,yes,anxiety,0.12,fail,2024.0,October,17.0,Thursday,9.90353755128617
male,17.0,11,A,59.0,15.0,25.0,58.74,20.0,yes,not_reported,90000.0,sometimes,anxiety,0.93,pass,2024.0,March,26.0,Tuesday,11.407576060361786
male,17.0,11,B,10.0,20.0,82.0,58.4,38.0,no,not_reported,90000.0,yes,diabetes,0.19,fail,2023.0,November,17.0,Friday,11.407576060361786
unknown,16.0,12,B,71.0,56.0,9.0,90.52,25.0,yes,not_reported,55000.0,sometimes,not_reported,0.58,fail,2024.0,September,15.0,Sunday,10.915106645867503
unknown,17.0,11,B,32.0,71.0,60.0,62.92,20.0,yes,not_reported,185000.0,sometimes,depression,0.85,fail,2018.0,September,6.0,Thursday,12.128116509451258
male,16.0,12,B,50.0,44.0,57.0,83.86,20.0,no,high_school,25000.0,sometimes,asthma,0.88,pass,2021.0,June,9.0,Wednesday,10.12667110305036
unknown,17.0,11,D,35.0,100.0,2.0,61.62,34.0,yes,graduate,90000.0,yes,anxiety,0.64,fail,2021.0,November,1.0,Monday,11.407576060361786
female,17.0,10,C,97.0,38.0,44.0,77.19,20.0,no,post_graduate,20000.0,sometimes,not_reported,0.58,fail,2021.0,May,28.0,Friday,9.90353755128617
male,16.0,12,B,28.0,12.0,49.0,76.31,20.0,no,post_graduate,165000.0,yes,anxiety,0.65,pass,2018.0,February,28.0,Wednesday,12.013706813470414
male,16.0,12,A,77.0,35.0,17.0,73.16,35.0,no,post_graduate,25000.0,sometimes,diabetes,0.05,pass,2023.0,August,9.0,Wednesday,10.12667110305036
male,16.0,12,B,32.0,12.0,49.0,40.86,36.0,yes,post_graduate,35000.0,yes,asthma,0.79,pass,2020.0,August,23.0,Sunday,10.463131911491967
unknown,16.0,12,A,71.0,96.0,91.0,98.06,19.0,yes,post_graduate,80000.0,sometimes,diabetes,0.29,fail,2023.0,April,11.0,Tuesday,11.289794413577894
male,17.0,11,B,44.0,61.0,2.0,42.07,0.0,no,not_reported,105000.0,sometimes,diabetes,0.53,pass,2024.0,June,18.0,Thursday,11.561725152903833
unknown,16.0,12,B,21.0,42.0,65.0,96.22,20.0,yes,graduate,50000.0,sometimes,not_reported,0.64,pass,2024.0,November,18.0,Monday,10.819798284210286
female,15.0,11,B,94.0,42.0,71.0,44.92,1.0,no,high_school,9999999.0,sometimes,asthma,0.32,pass,2024.0,December,30.0,Monday,16.11809565095832
female,17.0,11,B,1.0,88.0,57.0,79.09,37.0,yes,post_graduate,140000.0,sometimes,anxiety,0.85,fail,2024.0,May,1.0,Wednesday,11.849404844423074
male,15.0,12,D,60.0,87.0,21.0,56.13,11.0,yes,graduate,135000.0,sometimes,not_reported,0.54,pass,2022.0,December,13.0,Tuesday,11.813037464800539
male,17.0,11,A,82.0,85.0,66.0,45.89,38.0,yes,not_reported,65000.0,yes,not_reported,0.75,pass,2025.0,September,24.0,Wednesday,11.082157933374816
male,17.0,11,B,51.0,58.0,41.0,43.04,20.0,no,post_graduate,90000.0,sometimes,diabetes,0.0,pass,2025.0,May,15.0,Thursday,11.407576060361786
male,17.0,11,A,26.0,4.0,33.0,66.29,30.0,yes,post_graduate,55000.0,sometimes,asthma,0.25,fail,2021.0,November,14.0,Sunday,10.915106645867503
female,17.0,10,C,14.0,0.0,34.0,81.65,20.0,no,post_graduate,140000.0,sometimes,anxiety,0.13,pass,2018.0,August,12.0,Sunday,11.849404844423074
unknown,16.0,12,B,10.0,82.0,18.0,60.83,35.0,yes,not_reported,95000.0,sometimes,diabetes,0.77,fail,2025.0,July,22.0,Tuesday,11.461642696843066
female,16.0,11,A,79.0,26.0,70.0,96.81,5.0,yes,not_reported,75000.0,sometimes,not_reported,0.68,fail,2018.0,November,24.0,Saturday,11.225256725762893
unknown,16.0,12,B,48.0,62.0,49.0,81.12,25.0,no,graduate,130000.0,no,asthma,0.83,pass,2019.0,November,24.0,Sunday,11.775297421715827
female,17.0,10,D,39.0,20.0,46.0,61.82,17.0,no,post_graduate,180000.0,yes,not_reported,0.72,pass,2024.0,June,18.0,Thursday,12.100717685412471
female,16.0,12,D,70.0,86.0,22.0,69.32,20.0,yes,graduate,125000.0,no,not_reported,0.45,fail,2019.0,March,13.0,Wednesday,11.736077016252437
female,17.0,12,C,70.0,22.0,44.0,47.52,20.0,yes,not_reported,180000.0,yes,anxiety,0.2,pass,2022.0,June,6.0,Monday,12.100717685412471
female,17.0,11,A,12.0,59.0,21.0,81.2,20.0,yes,not_reported,10000.0,sometimes,asthma,0.18,pass,2024.0,June,18.0,Thursday,9.210440366976517
male,17.0,11,B,54.0,42.0,28.0,55.63,20.0,no,graduate,105000.0,sometimes,asthma,0.48,pass,2023.0,July,2.0,Sunday,11.561725152903833
female,17.0,11,A,44.0,47.0,57.0,75.67,31.0,no,not_reported,120000.0,no,anxiety,0.73,pass,2022.0,April,29.0,Friday,11.695255355062795
unknown,16.0,11,D,73.0,28.0,52.0,71.12,26.0,yes,not_reported,140000.0,no,diabetes,0.31,pass,2025.0,August,31.0,Sunday,11.849404844423074
female,16.0,12,B,64.0,59.0,35.0,91.79,10.0,no,post_graduate,130000.0,sometimes,asthma,0.91,fail,2018.0,July,26.0,Thursday,11.775297421715827
female,15.0,11,C,61.0,89.0,74.0,47.15,20.0,no,not_reported,190000.0,no,not_reported,0.37,fail,2025.0,September,27.0,Saturday,12.154784614286667
male,17.0,10,D,59.0,2.0,88.0,97.62,20.0,yes,graduate,175000.0,yes,diabetes,0.32,pass,2025.0,August,7.0,Thursday,12.07254696717504
female,17.0,11,D,1.0,17.0,66.0,93.74,31.0,yes,not_reported,75000.0,yes,not_reported,0.65,fail,2025.0,December,31.0,Wednesday,11.225256725762893
male,16.0,12,B,55.0,81.0,94.0,73.93,20.0,no,post_graduate,65000.0,no,not_reported,0.39,pass,2025.0,July,28.0,Monday,11.082157933374816
male,17.0,10,B,22.0,34.0,45.0,56.31,6.0,yes,not_reported,30000.0,sometimes,diabetes,0.34,fail,2022.0,March,3.0,Thursday,10.308985993422082
male,16.0,11,B,98.0,73.0,91.0,94.6,20.0,no,high_school,25000.0,sometimes,not_reported,0.06,fail,2024.0,November,8.0,Friday,10.12667110305036
